Year,Latitude,Longitude
1865,-0.8,-103.66
1982,-39.38,-116.53
1947,-29.74,-31.38
1754,-49.03,-2.45
1952,-23.31,-88.25
1865,13.66,38.81
1910,8.84,-13.78
2002,-29.74,-31.38
1874,-39.38,-116.53
1932,37.78,-144.41
1912,-39.38,-116.53
1950,-16.87,-95.44
1926,-26.52,-80.6
1937,-12.05,-8.22
1874,-4.02,76.34
1908,4.02,40.98
1828,-37.78,-113.9
1994,-23.31,-72.52
1807,-18.48,-74.37
1924,18.48,-30.42
1970,-13.66,-99.91
1878,29.74,-31.38
2008,-28.13,-77.27
1820,-21.7,-78.75
1976,20.09,44.36
1855,-34.56,-136.22
2010,-45.81,72.69
1915,-4.02,74.73
1875,-37.78,-113.9
1973,-18.48,69.3
1940,-13.66,-80.09
1821,-45.81,-125.77
2008,29.74,-31.38
1914,-40.99,74.56
1938,7.23,-39.73
1856,-32.95,6.7
1978,-31.35,-118.74
1757,-55.45,-36.85
1965,-39.38,-116.53
1839,-13.66,-80.09
1942,-34.56,-108.97
1858,-31.35,-120.63
1876,-50.63,-31.69
1870,-36.17,-117.35
1840,7.23,-112.7
1941,-40.99,74.56
1973,-52.24,-13.14
1988,12.05,77.26
1829,-32.95,6.7
1945,-15.27,17.5
1875,-23.31,-90.0
1842,-10.45,-107.18
1932,-31.35,-73.51
1945,-5.63,3.23
1975,-26.52,-80.6
1890,-40.99,4.26
2003,-4.02,74.73
1841,-24.92,-122.36
1915,-36.17,-59.67
1868,-4.02,74.73
1913,-16.87,-78.7
1951,-36.17,-37.79
1844,-39.38,-120.69
1944,-15.27,-120.83
1906,-60.27,-29.19
1791,-50.63,-31.69
1945,7.23,-39.73
1949,-18.48,69.3
1808,-45.81,72.69
2009,8.84,-13.78
1967,-36.17,-59.67
1892,-44.2,-125.22
1984,-28.13,-77.27
1945,-31.35,-120.63
1860,15.27,47.5
1764,-37.78,-26.44
1973,-20.09,98.96
1850,-40.99,-123.55
1985,-21.7,-73.56
1869,-21.7,-38.94
1923,-29.74,-31.38
1888,4.02,-15.27
1957,-24.92,-122.36
1945,-36.17,-117.35
1923,-55.45,-36.85
1941,23.31,42.82
1911,-26.52,-80.6
1923,-4.02,76.34
1900,-29.74,-107.08
1888,20.09,44.36
1967,-28.13,-77.27
1830,-39.38,-116.53
1936,-49.03,-2.45
1995,18.48,-30.42
2010,-31.35,-73.51
1874,23.31,42.82
1866,-29.74,-107.08
1889,8.84,-13.78
1994,-26.52,-75.22
1997,-16.87,-78.7
1849,-16.87,-78.7
1843,-37.78,-111.86
1900,-20.09,98.96
1892,-15.27,17.5
1913,12.05,77.26
1921,-13.66,-80.09
1964,-40.99,-123.55
1926,-34.56,-108.97
1845,-15.27,-120.83
1936,-15.27,-32.5
1930,-31.35,-103.66
1937,-52.24,-13.14
1913,37.78,-144.41
1836,-20.09,98.96
1879,7.23,-112.7
1846,-39.38,-33.29
1938,32.95,69.89
1969,23.31,42.82
1862,-39.38,-116.53
1873,-55.45,-36.85
1886,-39.38,-116.53
1883,-29.74,-107.08
1948,-29.74,-107.08
2005,20.09,44.36
1829,-39.38,-33.29
1909,-44.2,-125.22
1941,-29.74,-107.08
1969,23.31,46.31
1876,-15.27,-120.83
1997,23.31,46.31
2006,-45.81,-125.77
1915,-28.13,-77.27
1970,-16.87,-95.44
2007,-40.99,74.56
1930,-15.27,-120.83
1824,-42.59,87.27
1990,-23.31,-112.72
1762,-42.59,87.27
1798,-23.31,-72.52
1783,-40.99,4.26
1965,-55.45,-36.85
1841,20.09,44.36
1906,-52.24,0.0
1778,-40.99,-29.82
1980,-29.74,-31.38
1868,-29.74,-114.46
1979,-29.74,-31.38
1888,-26.52,-80.6
1849,-39.38,-116.53
1822,-16.87,-78.7
1898,-15.27,-32.5
1959,-34.56,-108.97
2004,-5.63,-3.23
1807,-23.31,-72.52
1886,-21.7,-38.94
1879,-23.31,-88.25
1930,-39.38,-116.53
1855,-23.31,-88.25
1990,4.02,40.98
1981,-39.38,-120.69
1858,-45.81,-125.77
1857,-24.92,-46.11
1998,-32.95,6.7
1907,-36.17,-59.67
1871,-28.13,-77.27
1962,-26.52,-80.6
1876,-45.81,72.69
1875,-31.35,-103.66
1980,-40.99,74.56
1876,-36.17,-117.35
1913,4.02,40.98
1970,-37.78,-126.1
1883,-23.31,-72.52
1881,-42.59,-13.09
1989,-12.05,-77.26
1809,-50.63,-31.69
1806,-45.81,72.69
1851,-36.17,-117.35
1887,18.48,-30.42
1847,-34.56,-70.05
1899,12.05,77.26
1859,-36.17,-139.23
1922,-7.23,-4.05
1867,-32.95,6.7
2010,-60.27,-29.19
1896,-45.81,-125.77
1966,-40.99,4.26
1870,-55.45,-36.85
1983,-23.31,-88.25
1962,7.23,-39.73
1929,-15.27,17.5
1923,-37.78,-113.9
1777,-55.45,-36.85
1894,-37.78,-26.44
1878,-31.35,-30.16
1990,-18.48,-74.37
1935,5.63,-106.55
1831,-21.7,-73.56
1935,37.78,-144.41
2002,-31.35,-118.74
2012,-28.13,-77.27
1998,-18.48,69.3
1880,-36.17,-59.67
1872,-32.95,6.7
1932,-2.41,-45.8
1880,-31.35,-73.51
1833,-32.95,6.7
2009,-39.38,-120.69
1890,-31.35,-73.51
1943,15.27,47.5
1841,-31.35,-120.63
1767,-40.99,4.26
2002,-39.38,-33.29
1973,-8.84,-38.11
1975,-31.35,-30.16
1914,-24.92,-67.39
1925,-37.78,-113.9
1904,-42.59,87.27
1969,-26.52,-80.6
1893,-40.99,74.56
1826,-4.02,76.34
1822,-40.99,74.56
1962,-29.74,-31.38
1952,23.31,46.31
1968,-37.78,-26.44
1958,-31.35,-118.74
1967,-37.78,-126.1
1824,-37.78,-26.44
1920,0.8,-36.16
1858,-32.95,-45.0
1837,-39.38,-116.53
1929,-44.2,80.5
1974,-4.02,74.73
1832,-45.81,-125.77
1976,-2.41,-45.8
1913,-42.59,-13.09
1823,-13.66,-99.91
2013,-39.38,-120.69
1927,5.63,-106.55
1769,-52.24,0.0
1921,-18.48,-72.68
1925,-20.09,98.96
1897,-34.56,-70.05
1934,-39.38,-120.69
1986,-31.35,-73.51
1848,-42.59,87.27
1926,32.95,69.89
1885,-18.48,-72.68
1946,-20.09,98.96
1850,-26.52,-80.6
1858,-29.74,-114.46
1833,15.27,47.5
2011,-60.27,-29.19
1894,-29.74,-107.08
2013,-2.41,-45.8
2013,-42.59,-13.09
1971,-31.35,-73.51
1776,-60.27,-29.19
2001,-29.74,-114.46
1892,4.02,-15.27
1968,-24.92,-46.11
1831,-40.99,4.26
1823,-42.59,87.27
1874,-15.27,17.5
1965,-29.74,-31.38
1845,-15.27,-120.83
1984,-13.66,-99.91
1990,7.23,-112.7
1966,-29.74,-31.38
1976,-23.31,-88.25
1964,-39.38,-116.53
1977,-28.13,-77.27
1822,-39.38,-116.53
1887,-34.56,-108.97
1936,-18.48,69.3
1848,-18.48,-72.68
1914,-2.41,-45.8
1989,15.27,47.5
1975,-21.7,-38.94
1932,32.95,69.89
1828,-18.48,-74.37
1985,-29.74,-31.38
1944,-34.56,118.7
1929,8.84,-13.78
1912,-50.63,-31.69
1908,-40.99,-123.55
1851,23.31,46.31
1951,-29.74,-114.46
2000,-18.48,-74.37
1855,-39.38,-33.29
1908,-31.35,-120.63
1911,-29.74,-114.46
1773,-42.59,-13.09
1861,-5.63,3.23
2001,-15.27,-120.83
1921,32.95,-18.19
1890,-29.74,-31.38
1964,-50.63,-31.69
1944,-26.52,-80.6
1821,-40.99,4.26
1814,-13.66,-80.09
1879,23.31,46.31
1997,-23.31,-88.25
1845,-55.45,-36.85
1896,-26.52,-80.6
1977,-31.35,-103.66
1864,-23.31,-90.0
1859,-44.2,-125.22
1925,-5.63,-3.23
1868,-31.35,-30.16
1801,-23.31,-90.0
1947,-8.84,-38.11
1939,37.78,-144.41
1910,-29.74,-31.38
1957,-40.99,74.56
2002,-37.78,-126.1
1959,-39.38,-120.69
1972,-23.31,-90.0
2012,4.02,40.98
1884,4.02,-15.27
1827,-44.2,-125.22
1922,-40.99,74.56
1915,-23.31,-90.0
1930,-60.27,-29.19
1793,-40.99,74.56
1945,-37.78,-111.86
1831,-37.78,-26.44
2002,-55.45,-36.85
2008,-4.02,76.34
1942,-52.24,0.0
1958,-7.23,-4.05
1842,-37.78,-113.9
1961,-15.27,-32.5
1858,-15.27,17.5
1936,-36.17,-117.35
1988,-31.35,-30.16
1909,-23.31,-88.25
1989,-4.02,76.34
1872,-37.78,-113.9
1879,18.48,-30.42
2010,-24.92,-122.36
1894,7.23,-39.73
1943,-8.84,-38.11
1830,-50.63,-31.69
2010,-29.74,-31.38
1976,15.27,47.5
1838,-23.31,-88.25
1973,5.63,-106.55
1944,-42.59,-13.09
2007,-40.99,4.26
1852,-31.35,-118.74
1889,-8.84,-38.11
1979,0.8,-36.16
2008,34.56,-151.78
1992,32.95,-18.19
1969,-45.81,-125.77
1889,-21.7,-78.75
1831,-26.52,-80.6
1856,-23.31,-88.25
1944,-23.31,-88.25
1900,-0.8,-103.66
1933,-5.63,-3.23
1958,-39.38,-116.53
1904,-26.52,-75.22
1868,-39.38,-116.53
1919,-18.48,-72.68
1979,34.56,-151.78
1860,-37.78,-26.44
1955,5.63,-106.55
1930,-10.45,-107.18
1917,-21.7,-78.75
1892,5.63,-106.55
1979,7.23,-39.73
2011,-49.03,-2.45
1952,-24.92,-46.11
1970,-18.48,-74.37
1862,-31.35,-103.66
1891,-24.92,-122.36
1935,-15.27,-120.83
1951,-45.81,-125.77
1934,-36.17,-139.23
1903,-37.78,-126.1
1837,-21.7,-78.75
1807,-26.52,-75.22
1979,-34.56,118.7
1995,-39.38,-116.53
1950,-32.95,6.7
1957,-29.74,-114.46
1941,-5.63,-3.23
1771,-49.03,-2.45
2010,-31.35,-118.74
1874,29.74,-31.38
1945,-55.45,-36.85
1913,-28.13,-77.27
1998,-34.56,-136.22
1942,-5.63,-3.23
1888,-37.78,-111.86
1865,-40.99,4.26
1920,-29.74,-114.46
2003,-21.7,-73.56
1994,-37.78,-26.44
1990,-26.52,-80.6
1923,-23.31,-90.0
1856,-36.17,-139.23
1983,-37.78,-126.1
2010,-45.81,-125.77
1777,-39.38,-33.29
1935,-13.66,-80.09
1898,-31.35,-73.51
1969,-39.38,-116.53
1946,-23.31,-88.25
1855,-45.81,72.69
1913,-37.78,-26.44
1902,4.02,-15.27
1913,23.31,46.31
1912,8.84,-13.78
1859,-4.02,74.73
1977,-39.38,-116.53
1902,-31.35,-118.74
1916,18.48,-30.42
1813,-55.45,-36.85
2009,-21.7,-78.75
1882,-45.81,-125.77
1895,0.8,-36.16
1963,-29.74,-114.46
1885,34.56,-151.78
1891,23.31,46.31
1904,-13.66,-80.09
1974,-52.24,0.0
1993,37.78,-144.41
2004,7.23,-39.73
1999,-50.63,-31.69
1966,-39.38,-116.53
1805,-40.99,-29.82
2008,-45.81,72.69
1913,-29.74,-107.08
1756,-52.24,0.0
1922,0.8,-36.16
1944,-24.92,-122.36
1992,-37.78,-26.44
2011,-26.52,-75.22
1916,-24.92,-122.36
1834,-37.78,-111.86
1867,-23.31,-88.25
1915,-45.81,72.69
2001,-24.92,-67.39
1945,-39.38,-116.53
1922,13.66,38.81
1972,23.31,46.31
1883,-36.17,-59.67
1846,-40.99,74.56
2008,-15.27,-120.83
2013,-4.02,76.34
1926,7.23,-112.7
1851,-42.59,-13.09
1983,13.66,38.81
1902,-60.27,-29.19
1944,-37.78,-126.1
1879,-39.38,-120.69
1881,-12.05,-77.26
1867,-40.99,-123.55
1845,-36.17,-139.23
1931,-36.17,-117.35
1862,-45.81,-125.77
1855,-16.87,-78.7
1817,-37.78,-26.44
1884,-23.31,-72.52
1933,32.95,69.89
1980,-16.87,-78.7
1781,-44.2,80.5
1895,-34.56,118.7
1884,-16.87,-78.7
1796,-28.13,-77.27
1913,-44.2,-125.22
2007,-26.52,-80.6
1921,23.31,42.82
1896,-45.81,-125.77
1886,18.48,-30.42
1855,-34.56,-136.22
1914,-24.92,-46.11
1881,7.23,-112.7
1801,-31.35,-30.16
1935,-29.74,-107.08
2003,13.66,38.81
1951,8.84,-13.78
1852,-37.78,-111.86
1853,-55.45,-36.85
1950,-12.05,-8.22
1854,20.09,44.36
1978,-34.56,118.7
1994,-37.78,-113.9
1942,-49.03,-2.45
1935,-21.7,-73.56
1913,-55.45,-36.85
1868,-20.09,98.96
1981,-32.95,-45.0
1957,20.09,44.36
1978,-39.38,-116.53
1986,12.05,77.26
1848,-24.92,-122.36
1964,-44.2,-125.22
1780,-49.03,-2.45
1948,-36.17,-37.79
1907,-40.99,-29.82
1830,-18.48,-74.37
1925,23.31,46.31
1903,4.02,-15.27
1888,-21.7,-73.56
1800,-23.31,-90.0
1945,-26.52,-75.22
1997,-20.09,98.96
1849,-31.35,-73.51
1876,-5.63,-3.23
1877,-36.17,-139.23
1861,-40.99,4.26
1833,-40.99,-123.55
1980,-29.74,-114.46
1907,-31.35,-103.66
1905,-42.59,87.27
1899,8.84,-13.78
1975,32.95,-18.19
1924,0.8,-36.16
1925,-24.92,-122.36
1906,-18.48,-72.68
1785,-60.27,-29.19
1923,-4.02,76.34
1900,-52.24,0.0
1969,-45.81,72.69
1940,-15.27,-120.83
1935,18.48,-30.42
1816,-24.92,-67.39
1928,29.74,-31.38
1936,-0.8,-103.66
1920,-55.45,-36.85
1806,-28.13,-77.27
1923,-37.78,-126.1
1984,-34.56,118.7
1804,-52.24,-13.14
2001,-2.41,-45.8
1810,-49.03,-2.45
1856,-18.48,-74.37
1881,-32.95,-45.0
1941,15.27,47.5
1910,-21.7,-73.56
1969,-20.09,98.96
1926,-40.99,74.56
2003,-50.63,-31.69
1881,-26.52,-80.6
1834,13.66,38.81
1939,-36.17,-37.79
2006,-24.92,-122.36
1986,5.63,-106.55
1926,15.27,47.5
1935,-36.17,-117.35
1851,-13.66,-99.91
1923,-15.27,17.5
1850,-37.78,-126.1
1843,-31.35,-120.63
1890,-36.17,-139.23
1896,12.05,77.26
1896,-52.24,0.0
1807,-40.99,74.56
1956,5.63,-106.55
1839,-31.35,-30.16
1875,-31.35,-120.63
1886,4.02,-15.27
1889,-44.2,80.5
1978,-21.7,-73.56
1887,-60.27,-29.19
1831,-28.13,-77.27
1961,-12.05,-77.26
1827,-40.99,74.56
1841,-40.99,4.26
2000,-2.41,-45.8
1876,-15.27,-32.5
1934,-34.56,-70.05
1923,5.63,-106.55
1914,-0.8,-103.66
1906,-44.2,80.5
1931,-34.56,-136.22
2009,-39.38,-33.29
1985,18.48,-30.42
1913,-36.17,-139.23
1909,-5.63,-3.23
1917,-13.66,-80.09
1871,-37.78,-113.9
1880,-40.99,-123.55
1885,-39.38,-33.29
1967,-40.99,-29.82
1998,-44.2,-125.22
1888,-15.27,17.5
1821,-18.48,-74.37
2006,-16.87,-95.44
1872,-31.35,-30.16
1905,-37.78,-126.1
1940,-40.99,74.56
1825,-52.24,-13.14
1918,-37.78,-111.86
1899,-8.84,-38.11
1794,-39.38,-33.29
1883,-21.7,-78.75
1997,-21.7,-73.56
1831,-42.59,-13.09
1865,-31.35,-118.74
1833,-26.52,-80.6
1966,4.02,-15.27
1854,-29.74,-107.08
2008,-55.45,-36.85
1804,-21.7,-73.56
1987,-4.02,76.34
2011,29.74,-31.38
1910,-39.38,-33.29
1949,4.02,-15.27
1996,-52.24,0.0
1822,-39.38,-116.53
1931,-23.31,-88.25
1924,-8.84,-38.11
2003,-4.02,76.34
1989,-39.38,-116.53
1858,-12.05,-8.22
1976,-32.95,6.7
1891,-52.24,-13.14
1893,18.48,-30.42
2012,4.02,40.98
1854,-31.35,-30.16
1999,-24.92,-67.39
1902,-45.81,72.69
1895,20.09,44.36
1975,23.31,46.31
1976,7.23,-112.7
1861,-31.35,-120.63
1885,37.78,-144.41
1954,-7.23,-4.05
1998,-42.59,87.27
1845,-36.17,-37.79
1969,-37.78,-126.1
1905,-13.66,-80.09
1771,-55.45,-36.85
1955,-18.48,-74.37
1813,-40.99,-29.82
2006,32.95,69.89
1900,34.56,-151.78
1916,-44.2,-125.22
1839,-52.24,-13.14
1950,-44.2,-125.22
1836,-20.09,98.96
1997,-36.17,-139.23
1983,-24.92,-122.36
1887,-15.27,17.5
2007,-29.74,-114.46
1814,-37.78,-26.44
1924,-36.17,-59.67
1984,-7.23,-4.05
1886,23.31,42.82
1996,-42.59,-13.09
1823,-40.99,-29.82
1994,4.02,-15.27
1844,-60.27,-29.19
1973,-24.92,-122.36
1958,-50.63,-31.69
1910,-8.84,-38.11
2013,-12.05,-8.22
1928,-31.35,-118.74
1877,-39.38,-33.29
1862,-50.63,-31.69
1924,-29.74,-31.38
1964,-29.74,-31.38
1893,4.02,40.98
1913,-29.74,-31.38
1873,-37.78,-111.86
1939,13.66,38.81
1769,-49.03,-2.45
1976,-44.2,-125.22
1917,-13.66,-99.91
1864,-29.74,-31.38
1957,-31.35,-103.66
1881,-23.31,-72.52
1878,-29.74,-114.46
1753,-50.63,-31.69
1972,-36.17,-117.35
1853,-37.78,-113.9
1985,-28.13,-77.27
1979,-23.31,-72.52
1973,-26.52,-75.22
1880,-36.17,-139.23
1997,-42.59,87.27
1849,-16.87,-95.44
1964,-34.56,-70.05
2011,-23.31,-90.0
1890,8.84,-13.78
1866,-42.59,-13.09
1870,-26.52,-80.6
1911,-12.05,-77.26
1905,-34.56,-108.97
1827,-52.24,-13.14
1817,-12.05,-77.26
1782,-52.24,0.0
1955,-16.87,-78.7
1930,-26.52,-80.6
1959,-37.78,-111.86
1988,-12.05,-8.22
1979,-40.99,74.56
1814,-21.7,-73.56
2006,-24.92,-122.36
1936,-37.78,-113.9
1921,-21.7,-73.56
1874,-32.95,6.7
1994,-23.31,-112.72
2004,-32.95,6.7
1849,-26.52,-80.6
1855,-16.87,-95.44
1870,-36.17,-59.67
1935,-5.63,-3.23
1944,-49.03,-2.45
1842,-18.48,69.3
1883,-12.05,-8.22
1966,-37.78,-113.9
1924,32.95,69.89
1887,-7.23,-4.05
1875,-7.23,-4.05
1928,32.95,69.89
1818,-23.31,-90.0
1898,13.66,38.81
1874,-31.35,-73.51
1875,23.31,42.82
1982,34.56,-151.78
1850,-31.35,-73.51
1923,-15.27,-32.5
1928,-18.48,-74.37
1955,-44.2,-125.22
1787,-50.63,-31.69
1896,-29.74,-107.08
1945,-40.99,74.56
1831,-37.78,-26.44
1948,-29.74,-31.38
1923,-28.13,-77.27
1804,-16.87,-95.44
1939,-52.24,0.0
1973,12.05,77.26
1919,-31.35,-118.74
1867,-31.35,-118.74
1968,-36.17,-37.79
1963,-13.66,-99.91
1853,-10.45,-107.18
1833,-23.31,-72.52
1914,-7.23,-4.05
1901,29.74,-31.38
1925,-37.78,-126.1
1924,-52.24,-13.14
1969,-52.24,-13.14
1828,-18.48,69.3
1864,23.31,42.82
2003,-39.38,-33.29
1822,-40.99,-29.82
1878,-52.24,0.0
1917,-49.03,-2.45
1838,-44.2,-125.22
1908,34.56,-151.78
1919,-55.45,-36.85
1996,-39.38,-116.53
1881,-21.7,-38.94
1934,-5.63,-3.23
1814,-37.78,-26.44
1900,-28.13,-77.27
1900,23.31,46.31
1943,-20.09,98.96
1824,-39.38,-116.53
1914,-29.74,-31.38
2002,-52.24,0.0
1921,-28.13,-77.27
1931,-42.59,-13.09
1944,29.74,-31.38
1882,-20.09,98.96
1921,-12.05,-77.26
1865,-36.17,-139.23
1939,-18.48,69.3
1990,-24.92,-67.39
1912,-32.95,-45.0
1881,-32.95,6.7
1912,-42.59,87.27
1900,-44.2,80.5
1948,-44.2,-125.22
1955,-10.45,-107.18
1895,-37.78,-126.1
2005,-34.56,118.7
1921,-5.63,3.23
1880,-31.35,-73.51
1968,-45.81,-125.77
1927,-5.63,-3.23
1854,-0.8,-103.66
1901,-36.17,-117.35
1846,-39.38,-33.29
1846,-45.81,-125.77
1962,-13.66,-99.91
1884,32.95,69.89
1915,-18.48,-72.68
1989,-5.63,-3.23
1995,-18.48,-74.37
1801,-32.95,6.7
1958,-0.8,-103.66
1947,15.27,47.5
1924,-31.35,-73.51
1895,-36.17,-117.35
1840,-55.45,-36.85
1835,-18.48,-72.68
1907,-37.78,-113.9
1987,-40.99,-29.82
2010,-23.31,-88.25
1858,20.09,44.36
2003,-42.59,-13.09
1866,-37.78,-113.9
1829,-23.31,-90.0
1981,-39.38,-120.69
1951,-24.92,-67.39
1932,-5.63,3.23
1874,13.66,38.81
1867,-23.31,-112.72
1812,-50.63,-31.69
1909,-12.05,-77.26
1961,-49.03,-2.45
1877,-32.95,-45.0
1826,-21.7,-73.56
1855,-18.48,69.3
1823,-23.31,-72.52
1763,-40.99,-29.82
1840,-18.48,69.3
1927,-15.27,-120.83
1907,18.48,-30.42
1956,-28.13,-77.27
1964,-31.35,-103.66
1936,-50.63,-31.69
1902,29.74,-31.38
1943,-32.95,-45.0
1837,-12.05,-77.26
1967,-55.45,-36.85
1956,-29.74,-31.38
1902,-28.13,-77.27
1935,-21.7,-78.75
1991,32.95,-18.19
1925,-29.74,-31.38
1897,-34.56,118.7
1975,-42.59,87.27
1995,-45.81,-125.77
1834,20.09,44.36
1895,-39.38,-120.69
1899,-18.48,-74.37
1869,-45.81,-125.77
1764,-40.99,74.56
1921,-28.13,-77.27
1921,-15.27,-32.5
1881,-34.56,-70.05
1884,-29.74,-107.08
1997,-37.78,-26.44
1999,-26.52,-80.6
1910,-34.56,-70.05
1928,-16.87,-78.7
1988,-36.17,-37.79
2003,-29.74,-107.08
1985,20.09,44.36
1881,-37.78,-26.44
2001,-10.45,-107.18
2002,-12.05,-8.22
1949,-21.7,-78.75
1962,37.78,-144.41
1756,-52.24,-13.14
1887,-50.63,-31.69
1937,-13.66,-99.91
1920,-44.2,80.5
1982,-31.35,-103.66
1867,-23.31,-112.72
1754,-37.78,-26.44
1987,-23.31,-112.72
1975,-26.52,-80.6
1822,-24.92,-67.39
2007,-39.38,-120.69
1857,-37.78,-113.9
1980,-4.02,76.34
1825,-23.31,-88.25
1980,-29.74,-114.46
1978,-5.63,3.23
1997,-31.35,-118.74
1929,-50.63,-31.69
1973,-26.52,-80.6
1941,-13.66,-80.09
1979,15.27,47.5
1938,-50.63,-31.69
1999,-26.52,-80.6
1849,-49.03,-2.45
1957,-24.92,-122.36
1846,34.56,-151.78
1966,-31.35,-73.51
1899,-37.78,-126.1
2002,-37.78,-126.1
1891,-39.38,-116.53
1969,-40.99,4.26
1970,-45.81,-125.77
1929,-12.05,-8.22
1976,32.95,-18.19
1905,15.27,47.5
1966,-13.66,-99.91
1927,-28.13,-77.27
1848,-16.87,-95.44
1995,-26.52,-75.22
1968,-39.38,-116.53
1862,-42.59,87.27
1943,4.02,-15.27
1964,-20.09,98.96
1940,23.31,46.31
1913,-7.23,-4.05
1868,-16.87,-95.44
2001,-15.27,-120.83
1993,-15.27,17.5
1997,-39.38,-116.53
1897,-50.63,-31.69
2000,0.8,-36.16
1793,-52.24,0.0
1889,32.95,-18.19
1968,12.05,77.26
1911,-10.45,-107.18
1957,-2.41,-45.8
1951,-36.17,-139.23
1975,-39.38,-116.53
1986,-12.05,-77.26
1886,-31.35,-103.66
1880,-28.13,-77.27
1993,15.27,47.5
1822,-60.27,-29.19
1905,-36.17,-59.67
1802,-32.95,6.7
1954,-40.99,-29.82
1894,-16.87,-95.44
1981,-31.35,-103.66
1927,32.95,69.89
1908,-40.99,74.56
1886,-52.24,-13.14
1984,-36.17,-139.23
1930,-26.52,-75.22
1878,-26.52,-80.6
2007,-39.38,-116.53
1803,-32.95,6.7
1885,-36.17,-37.79
1959,-23.31,-88.25
1891,-5.63,-3.23
1969,-29.74,-31.38
1976,5.63,-106.55
1987,-34.56,-136.22
1762,-60.27,-29.19
1774,-32.95,6.7
1938,-44.2,-125.22
1902,-18.48,69.3
1939,-36.17,-117.35
1794,-31.35,-30.16
1860,8.84,-13.78
1972,-31.35,-103.66
1944,-34.56,-108.97
1955,-55.45,-36.85
1872,15.27,47.5
1851,-31.35,-73.51
1847,-23.31,-72.52
1888,-20.09,98.96
1881,-37.78,-113.9
2006,-0.8,-103.66
1864,37.78,-144.41
1885,-15.27,-120.83
1889,-2.41,-45.8
1900,-24.92,-122.36
1997,18.48,-30.42
1976,15.27,47.5
1869,-34.56,-136.22
1951,-40.99,74.56
1912,-13.66,-99.91
1883,-40.99,-123.55
1807,-42.59,-13.09
1984,-31.35,-73.51
2008,-29.74,-107.08
1970,-4.02,74.73
1984,-4.02,76.34
1894,-31.35,-120.63
1975,-52.24,-13.14
1981,-5.63,-3.23
1922,-28.13,-77.27
1846,-52.24,-13.14
1971,-13.66,-99.91
1901,-24.92,-46.11
2002,-39.38,-116.53
1897,-23.31,-72.52
1894,-34.56,-70.05
1825,-31.35,-30.16
1949,-16.87,-95.44
1879,-15.27,-120.83
1885,-10.45,-107.18
2005,-45.81,72.69
1973,-21.7,-78.75
1884,-36.17,-117.35
1925,-23.31,-88.25
1814,-52.24,0.0
1942,-31.35,-73.51
1902,-32.95,-45.0
1887,-37.78,-126.1
1835,-29.74,-31.38
1961,-34.56,118.7
1982,-34.56,-136.22
1882,-26.52,-80.6
1934,-4.02,74.73
1894,-44.2,-125.22
1957,7.23,-39.73
1916,-29.74,-114.46
1936,-31.35,-103.66
1995,-15.27,-32.5
1833,-18.48,-72.68
1996,-15.27,17.5
1924,-36.17,-117.35
1971,-29.74,-107.08
1977,-36.17,-37.79
1971,5.63,-106.55
1912,-39.38,-116.53
2011,-40.99,-29.82
1894,-45.81,-125.77
1891,-2.41,-45.8
1828,-40.99,4.26
1933,-29.74,-31.38
1938,-10.45,-107.18
1871,-39.38,-120.69
1923,-26.52,-75.22
1753,-42.59,87.27
1976,-32.95,-45.0
1875,-42.59,-13.09
1804,-28.13,-77.27
1994,-42.59,-13.09
1864,-31.35,-118.74
1971,-36.17,-117.35
1979,-10.45,-107.18
1869,-36.17,-59.67
1955,-36.17,-139.23
1812,-50.63,-31.69
1837,-52.24,0.0
1880,-37.78,-26.44
1925,-34.56,118.7
1875,-4.02,76.34
1945,-37.78,-113.9
2001,-31.35,-103.66
1941,4.02,-15.27
1828,-36.17,-37.79
1976,20.09,44.36
1890,-23.31,-112.72
1968,-20.09,98.96
1954,34.56,-151.78
1856,-49.03,-2.45
1925,-18.48,-74.37
1921,-5.63,-3.23
1899,-31.35,-73.51
1970,-26.52,-75.22
1906,-39.38,-33.29
1877,-42.59,-13.09
1893,4.02,-15.27
1988,34.56,-151.78
1949,-26.52,-80.6
1962,32.95,69.89
1821,-28.13,-77.27
1934,-12.05,-8.22
1810,-42.59,-13.09
1968,-40.99,74.56
1875,-20.09,98.96
1881,-34.56,118.7
1916,-16.87,-95.44
1911,-13.66,-99.91
1992,-21.7,-73.56
2003,5.63,-106.55
1996,-36.17,-37.79
1851,-36.17,-37.79
2003,-20.09,98.96
1898,-32.95,-45.0
1920,-37.78,-113.9
1869,-36.17,-117.35
1878,-15.27,-32.5
2000,-40.99,4.26
1927,-42.59,-13.09
1994,-21.7,-38.94
1937,23.31,42.82
1827,-21.7,-78.75
2000,-10.45,-107.18
1880,-40.99,74.56
1970,-45.81,-125.77
1869,-37.78,-113.9
1814,-42.59,-13.09
1971,-34.56,-70.05
1975,4.02,-15.27
1919,-5.63,3.23
1898,-29.74,-107.08
1832,-45.81,72.69
1849,-21.7,-73.56
1950,-5.63,3.23
1831,-32.95,-45.0
1963,-42.59,87.27
1858,-52.24,0.0
1883,-29.74,-114.46
2004,-39.38,-33.29
1935,15.27,47.5
1797,-52.24,-13.14
1880,7.23,-112.7
1983,-36.17,-37.79
1993,-12.05,-8.22
1936,-31.35,-30.16
1799,-44.2,80.5
2004,-16.87,-78.7
1937,-18.48,-74.37
1853,-39.38,-116.53
